ID,SEXO,EDAD,GRADO_INSTRUCCION,TIPO_CARGO,EXPERIENCIA,GERENCIA,CREDIBILIDAD,RESPETO,IMPARCIALIDAD,ORGULLO,CAMARADERIA,GENERAL,COMENTARIO,TARGET
442,Masculino,de 39 a 45,Tecnico incompleto,Asistente,de 4 a 6,Operaciones,4.125,3.833333333,3.75,4.444444444,4.3,5,El trato amable que suele darse entre compañeros y el apoyo espiritual que se recibe de ellos. Fuerza de que nunca hay problemas con los pagos y eso hace que uno trabaje tranquilo.,PROMOTOR
443,Masculino,de 39 a 45,Secundaria o menor,Asistente,de 7 a 9,Operaciones,3.71875,3.866666667,3.791666667,4.111111111,3.9,5,Sí su cálido recibimiento el compañerismo que hay en la empresa.,PROMOTOR
445,Masculino,de 31 a 38,Tecnico completo,Asistente,de 1 a 3,Operaciones,4.3125,4.233333333,4.416666667,4.944444444,4.75,5,Infraestructura trato pago puntual capacitación desenvolvimiento en el área correspondiente.,PROMOTOR
448,Masculino,de 23 a 30,Secundaria o menor,Asistente,menor de 1,Operaciones,3.84375,3.8,4.041666667,4.5,4.05,5,Tenemos buenos beneficios cosa que otras empresas no cumplen.,PROMOTOR
450,Masculino,menor de 23,Secundaria o menor,Asistente,mayor de 15,Operaciones,2.46875,2.5,2.583333333,3,2.8,3,Que paguen un sueldo que este de acuerdo a la canasta del hogar.,DETRACTOR
451,Femenino,de 23 a 30,Secundaria o menor,Asistente,de 4 a 6,Operaciones,3.96875,4,4.083333333,3.944444444,4.4,4.5,El trabajo en equipo. Es una empresa con muchas ideas de crecimiento.,PROMOTOR
454,Masculino,de 31 a 38,Tecnico completo,Asistente,de 1 a 3,Operaciones,3,3.066666667,2.958333333,2.944444444,2.9,3,Que a los ASG nos brinden los uniformes (ternos) ya que somos la única área a los cuales no nos dan lo antes mencionado.,DETRACTOR
455,Masculino,mayor de 46,Secundaria o menor,Asistente,de 10 a 15,Operaciones,2.75,3.266666667,2.916666667,3.444444444,2.2,1,Siempre lo digo necesitamos urgente una asistencia de seguro social. Después que todos ganemos igual que los demás sin importar el grado ni la condición del empleado. Que haya un sindicato para que todo se cumpla con normalidad. Atentamente Hugo Segovia (2242).,DETRACTOR
456,Masculino,menor de 23,Universitaria incompleta,Asistente,menor de 1,Operaciones,4.21875,3.866666667,3.958333333,4.166666667,3.85,4.5,La remuneración que tienen los empleados. El prestigio que tiene la empresa.,PROMOTOR
457,Masculino,de 31 a 38,Secundaria o menor,Asistente,menor de 1,Operaciones,4.375,4.166666667,4.75,4.833333333,4.55,5,Es el prestigio que ha logrado a través de los años. El ambiente exclusivo. Es extraordinario.,PROMOTOR
458,Masculino,de 39 a 45,Tecnico completo,Asistente,de 7 a 9,Operaciones,4.75,4.666666667,4.75,4.888888889,4.85,5,Es una empresa que cumple con sus trabajadores con los pagos puntuales.,PROMOTOR
459,Masculino,de 31 a 38,Tecnico incompleto,Asistente,de 1 a 3,Operaciones,4.28125,4.166666667,4.791666667,4.722222222,4.7,5,Tenemos errores pero hay mucha gente que trabaja aquí que nos hacen sentir cómodos y seguros de seguir trabajando aquí día a día nos enseñan mucho.,PROMOTOR
460,Masculino,de 23 a 30,Secundaria o menor,Asistente,de 1 a 3,Operaciones,3.0625,2.866666667,2.666666667,2.555555556,3.4,1,Lo que siempre vengo diciendo en todas las encuestas igualdad para todas las áreas y para el personal nada de favoritismos. PD: Se pide un sindicato. Atentamente Carlos Canales (5083),DETRACTOR
462,Masculino,de 39 a 45,Universitaria incompleta,Asistente,de 7 a 9,Operaciones,2.84375,2.633333333,2.75,3.722222222,2.2,4,La repartición de utilidades no está a a la altura del casino los beneficios no son para todos (promociones). Contar con uniformes. Las posibilidades de ascensos para todos no para recomendados.,DETRACTOR
464,Masculino,de 23 a 30,Tecnico incompleto,Asistente,menor de 1,Operaciones,3.96875,4.033333333,4.166666667,4.111111111,4.25,4.5,El buen ambiente que genera en sala es bueno para trabajar.,PROMOTOR
465,Masculino,de 31 a 38,Secundaria o menor,Asistente,menor de 1,Operaciones,3.0625,2.766666667,3.083333333,3.666666667,2.8,3,No hay unión entre áreas cambiaría la forma de ser de muchos jefes hacer capacitaciones y al final se te cruzan y ni saludan más trabajo en equipo.,DETRACTOR
467,Masculino,de 39 a 45,Secundaria o menor,Asistente,mayor de 15,Operaciones,3.3125,2.866666667,3.458333333,3.888888889,3.2,3.5,No perjudicar al trabajar con sus beneficios en caso de enfermedad o fallecimiento de un familiar. Tendría que ver más comunicación confianza más herramientas de trabajo más apoyo y que esto sea como nuestro hogar (familiarida).,DETRACTOR
468,Masculino,de 23 a 30,Tecnico incompleto,Asistente,menor de 1,Operaciones,5,5,5,5,5,5,Sí el buen trato a su personal y la confianza de desarrollarse en su área de trabajo.,PROMOTOR
469,Masculino,de 23 a 30,Tecnico incompleto,Asistente,de 1 a 3,Operaciones,3.40625,3.3,3.125,3.5,3.05,4,Dar horarios flexibles para poder estudiar y tener gente con más estudios.,DETRACTOR
473,Masculino,de 39 a 45,Tecnico incompleto,Asistente,de 7 a 9,Operaciones,4.15625,3.9,3.916666667,4.333333333,4.15,4,Es un equipo joven que está a la vanguardia de la modernidad esto hace muy especial ya que uno ve un gran futuro como empresa.,PROMOTOR
474,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Operaciones,2.53125,3,3.083333333,3.444444444,2.9,4,Para cambiar de área creo yo que hay mucho protocolo para ascender de puesto.,DETRACTOR
479,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 4 a 6,Operaciones,2.09375,2.066666667,2.375,1.388888889,1.8,1,En la parte de pasadiso donde los clientes fuman y dejan el olor y colillas porque el casino se los permite y el personal pasa por ahí eso cambien.,DETRACTOR
482,Masculino,de 31 a 38,Secundaria o menor,Auxiliar,de 7 a 9,Operaciones,3.03125,2.7,3.125,4,3.2,4,Bueno creo que tendría que haber más comunicación entre nuestros jefes y también con nosotros.,DETRACTOR
483,Masculino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.09375,4.3,3.916666667,4.333333333,4.4,4.5,Es una empresa con valores y acogedora donde se te brindan facilidades para superar y crecer laboralmente.,PROMOTOR
486,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.875,4.166666667,3.875,4.333333333,4.25,5,El bono de descuento para poder estudiar en diferentes institutos.,PROMOTOR
487,Masculino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,3.875,3.933333333,4.166666667,4.388888889,4.25,4.5,El cumplimiento de todos los beneficios y la forma de trabajar. Las grandes oportunidades que brindan tanto para el trabajador y su familia.,PROMOTOR
490,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Operaciones,2.46875,3.1,2.833333333,3.5,3.5,5,"Que reconozcan nuestro esfuerzo ya que hay ""favoritismo"" aquí y también que no nos vean con otros ojos ya que somos Servicios Generales. Gracias.",DETRACTOR
494,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.78125,3.933333333,3.875,3.833333333,4,5,Sí la atención que brinda a los clientes en hacer sentir bien a las personas.,PROMOTOR
497,Masculino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,3.5625,3.6,3.375,3.388888889,3.4,3,Atlantic City tendría que mejorar en el aspecto de comunicación y/o coordinación entre áreas considero que eso aumentaría la productividad y la rapidez en que la empresa logre sus metas establecidas. Se necesita afianzar aún más los vínculos de forma organizacional. Otro aspecto a mejorar en mi opinión es en demasiado protocolo que puede llegar a ser para algún tipo de situación pues si bien es cierto eso es parte de toda organización considero que a veces suele ser excesivo y generar involuntariamente algún tipo de malestar en el trabajador.,DETRACTOR
499,Masculino,menor de 23,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,2.3125,2.066666667,1.875,1.722222222,2.45,3.5,Dar oportunidades a sus trabajadores de la misma empresa cuando hay personal con la capacidad de cambiar de área.,DETRACTOR
501,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,2.28125,2.133333333,2.541666667,3.555555556,2.85,3.5,Que se reconozca el esfuerzo y el trabajo de cada uno y que den a todos las mismas oportunidades de crecimiento y que todos tengan un sueldo básico por igual.,DETRACTOR
503,Masculino,de 31 a 38,Tecnico incompleto,Jefe,de 7 a 9,Operaciones,4.34375,4.533333333,4.375,4.611111111,4.7,5,Este es un casino de familia cuando hay un problema todos nos preocupamos y nos ayudamos.,PROMOTOR
507,Femenino,de 31 a 38,Tecnico completo,Jefe,de 7 a 9,Operaciones,2.8125,3.2,3.458333333,3.611111111,3.45,4,Cambiaría a mis jefes directos y si no fuera así necesitan con urgencia capacitarnos o estudios de administración y manejo de personal.,DETRACTOR
512,Masculino,de 39 a 45,Universitaria incompleta,Jefe,de 4 a 6,Operaciones,4.96875,4.9,4.916666667,5,4.85,5,Sí siento que ahora esta organización es como una gran familia.,PROMOTOR
513,Masculino,de 31 a 38,Tecnico incompleto,Jefe,de 7 a 9,Operaciones,4.21875,4.366666667,3.583333333,4.055555556,4.5,5,"En meses quedó demostrado este año que somos más que compañeros ""somos un equipo"".",PROMOTOR
515,Masculino,de 31 a 38,Tecnico completo,Jefe,menor de 1,Operaciones,1.8125,1.866666667,1.416666667,1.333333333,2,1,Que entre en vigencia el bono de desempeño laboral y el bono de productividad en el área de Casino Mesas.,DETRACTOR
516,Femenino,mayor de 46,Universitaria completa,Analista,mayor de 15,Operaciones,4.65625,4.266666667,4.583333333,4.833333333,4.85,5,Empresa única en su rubro cumple con todos los derechos hacia sus trabajadores y están fomentando más la comunicación e integración del personal mediante actividades hacia los trabajadores. Buen punto.,PROMOTOR
519,Femenino,menor de 23,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,3.28125,3.266666667,3.083333333,3.111111111,3.4,3,La comida el sueldo algunos implementos las utillidades.,DETRACTOR
520,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4,4.3,4.333333333,4.166666667,4.55,4,El ambiente laboral en mi área y la forma en que eso se visualiza al cliente: nosotros somos amigos (trabajadores) y tratamos a los demás igual (clientes).,PROMOTOR
521,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.25,4.333333333,4.583333333,4.722222222,4.35,5,El reconocimiento de ser una de las mejores empresas más reconocidas para trabajar.,PROMOTOR
522,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.84375,4.4,4.041666667,4.111111111,4.65,5,Tiene un ambiente seguro donde se puede trabajar y posibilidades de seguir creciendo como personas y profesionalmente.,PROMOTOR
524,Masculino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,2.96875,3.066666667,2.958333333,3.388888889,3.5,3.5,Crear un sala de recreación para los descansos de los colaboradores del casino donde en su break puedan disfrutar por ejemplo futbol y que los jefes no esten tan cuadriculados y den más opciones a sus colaboradores por favor.,DETRACTOR
525,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 4 a 6,Operaciones,4.78125,4.766666667,4.333333333,4.388888889,4.7,5,La manera de dar oportunidad al personal de ascender y que son puntuales con el sueldo y en estos meses a mejorado enormemente sigamos así.,PROMOTOR
526,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.46875,4.4,4.375,4.444444444,4.45,5,Sí te dan una gran estabilidad protección y seguridad.,PROMOTOR
527,Masculino,menor de 23,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.46875,4.133333333,4.25,4.388888889,4.55,5,La estructura el lugar y la confianza que hay entre todos.,PROMOTOR
528,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,5,4.866666667,4.791666667,5,4.9,5,Hay muchos beneficios para crecer personal y profesionalmente.,PROMOTOR
529,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,4.90625,4.833333333,4.458333333,4.944444444,5,5,Tenemos beneficios como el sueldo es puntual tenemos gimnasio y es barato tenemos beneficios como las propinas bono Olimpiadas etc. Y sobre todo somos los ganadores!,PROMOTOR
533,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 4 a 6,Operaciones,5,4.666666667,4.625,5,5,5,Somos un grupo muy unido siempre nos apoyamos y ayudarnos entre nuestra área y a los que nos necesitan muestra de que somos un grupo unido. Campeón de campeones Osos.,PROMOTOR
535,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,4.53125,4.3,4.458333333,4.722222222,4.5,5,Es una empresa seria y responsable que cumple con todo y con todos.,PROMOTOR
536,Femenino,menor de 23,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.53125,4.366666667,4.5,4.722222222,4.65,4.5,La empresa es buena es un gran lugar donde trabajar las Olimpiadas los beneficios de Navidad las capacitaciones el área de Recursos Humanos ha cambiado para bien. Felicitaciones.,PROMOTOR
537,Masculino,menor de 23,Secundaria o menor,Auxiliar,menor de 1,Operaciones,4,4.166666667,4.25,4.055555556,4.7,5,Reconocimiento del trabajador Olimpiadaseventos.,PROMOTOR
538,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,3.1875,3.466666667,3.333333333,3.166666667,3.4,3.5,Mejor capacitación a inspectores y supervisores. Que el ascenso sea por meritocracia. Para pit boss y gerente de mesas tener carrera técnica y/o profesional.,DETRACTOR
539,Masculino,de 31 a 38,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,4.78125,4.666666667,4.583333333,5,5,5,Con respecto al personal la empresa cumple con los beneficios del trabajador.,PROMOTOR
541,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,de 4 a 6,Operaciones,4.125,4.433333333,4.291666667,4.5,4.6,5,La confraternidad entre compañeros y el buen clima laboral que tenemos ahora.,PROMOTOR
543,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,4.03125,4.033333333,3.833333333,4.166666667,4.2,4.5,En lo laboral mi ambiente de trabajo es muy acogedor lleno de gente buena capacitada y muy profesional. Buenos jefes hacen trabajadores contentos y muy eficientes.,PROMOTOR
545,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,3.5625,3.9,4.166666667,4.611111111,4.55,5,El compañerismo el apoyo que hay entre los trabajadores.,PROMOTOR
546,Femenino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.78125,4.933333333,4.916666667,4.888888889,4.9,5,Que es una empresa muy organizada al menos el área de mesas siento que realmente es una familia es entretenido estar en el trabajoconocer personas que te demuestran respeto y cariño. PD: amo mi trabajo.,PROMOTOR
547,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Operaciones,4.25,4.6,4.083333333,4.388888889,4.5,5,El ambiente laboral compañerismo beneficios internos y la familiaridad que te brinda mi centro de labores.,PROMOTOR
548,Masculino,menor de 23,Secundaria o menor,Auxiliar,menor de 1,Operaciones,4.625,4.666666667,4.875,4.722222222,4.75,5,Su apoyo a sus trabajadores el trato y el ambiente laboral hace que Atlantic City sea un buen lugar donde trabajar.,PROMOTOR
549,Masculino,de 31 a 38,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,5,5,5,5,5,5,La sensación de familia pasamos la mayor parte del tiempo en este lugar y nos permite interrelacionarnos como familia compartir experiencias alegrías apoyarnos y trabajar juntos por sacar la empresa adelante.,PROMOTOR
550,Masculino,de 23 a 30,Tecnico completo,Auxiliar,de 7 a 9,Operaciones,4.28125,4.333333333,4.333333333,4.5,4.45,5,La infraestructura es impresionante y el compañerismo que existe aún más.,PROMOTOR
554,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.625,4.666666667,4.666666667,4.666666667,4.45,5,Bien organizado: cumplen sus pagos puntuales los servicios limpios herramientas de trabajo en buen estado servicio de descanso y entretenimiento en buen estado y buen clima laboral.,PROMOTOR
555,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,4.6875,4.633333333,4.5,4.777777778,4.75,5,La camaradería que hay entre compañeros esa confianza que existe hace que uno se sienta cómodo y querido y nos dan ganas de venir a trabajar.,PROMOTOR
557,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,3.96875,4.1,3.875,4.111111111,4.45,4.5,Que es un lugar muy agradable donde puedes trabajar en comodidad y armonía y que hay ese calor de familia.,PROMOTOR
558,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,4.8125,4.7,4.166666667,5,4.9,5,Porque hay un gran amiente de trabajo y te ayuda a crecer profesionalmente.,PROMOTOR
561,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 4 a 6,Operaciones,2.75,2.9,2.791666667,2.888888889,3,3,La atención al cliente ya que ha ido bajando considerablemente con el paso del tiempo.,DETRACTOR
562,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 7 a 9,Operaciones,2.5,2.433333333,2.208333333,2.833333333,2.65,3,Quisiera que sean más serios y dejen las fiestas y parrandas que solo fomenta desorden dentro del área. Que no fumen los clientes dentro. Y oportunidad de ascenso a los más antiguos. Gracias.,DETRACTOR
563,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,4.03125,3.966666667,3.833333333,4.611111111,4.35,4.5,Muchas oportunidades para crecer profesionalmente en esta empresa.,PROMOTOR
564,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,3.65625,4.033333333,3.875,4.277777778,4.15,4.5,Es un buen lugar para trabajar y sobre salir adelante.,PROMOTOR
565,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,4.5,4.566666667,4.708333333,4.444444444,4.55,5,Mi área y gracias a mis jefes puedo organizar mi horario para poder estudiar. Me gusta su comprensión.,PROMOTOR
566,Femenino,de 31 a 38,Secundaria o menor,Jefe,de 7 a 9,Operaciones,4.125,3.533333333,3.958333333,4.166666667,4.15,5,Sí en esta empresa hay un gran ambiente laboral nos cuidamos los unos a otros. Nos protegemos y estamos al pendiente de las necesidades de los compañeros.,PROMOTOR
568,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.625,4.366666667,4.708333333,4.555555556,4.7,5,El crecimiento personal y profesional al trabajar en una empresa de prestigio.,PROMOTOR
569,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,4.15625,4.066666667,3.833333333,4,4.45,4,Sí el trato que uno recibe desde que ingresas a trabajar. En lo particular se me brinda todo el apoyo para llegar a donde estoy.,PROMOTOR
572,Masculino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.40625,4.433333333,4.166666667,4.555555556,4.4,5,La oportunidad de crecer profesionalmente dentro de la empresa.,PROMOTOR
573,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.71875,4.8,4.833333333,4.833333333,4.85,5,"Hacen muchas cosas como felicitarnos por el día del trabajador. Nos dieron una rica cena y celebran nuestro cumpleaños para darnos la oportunidad de felicitar y reconocer con las ""Tarjetas de Reconocimiento"".",PROMOTOR
575,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,3.3125,2.9,3,2.944444444,3.5,4,Capacitar a tu personal y a las personas que van a ascender calificarlos evaluarlos y siempre capacitarlos. También un ambiente para relajarse para el personal porque aquí se mueve plata y ahí estresa.,DETRACTOR
576,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 1 a 3,Operaciones,4.5625,4.7,4.333333333,4.833333333,4.9,5,Los valores que tiene esta empresa es lo más valioso.,PROMOTOR
578,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,4.03125,4.2,3.875,4.055555556,4.2,4,Sí la calidad de personas ya sea Jefe Supervisores o compañeros que encuentra aquí es positiva. También la puntualidad en los pagos de haberes.,PROMOTOR
581,Femenino,de 31 a 38,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,4.28125,4.4,4.125,4.333333333,4.35,5,Me gusta mucho la infraestructura interna del área de mesas y los acabados me siento bien por ese aspecto.,PROMOTOR
582,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,2.4375,2.933333333,2.041666667,2.833333333,2.5,3,Algunas jefaturas son poco efectivas en sus funciones y falta apoyo entre todas las áreas.,DETRACTOR
583,Masculino,mayor de 46,Tecnico completo,Jefe,de 1 a 3,Operaciones,4.75,4.666666667,5,5,4.8,5,Sí porque Atlantic City se preocupa por los colaboradores y por todos los beneficios que brinda.,PROMOTOR
585,Masculino,de 31 a 38,Tecnico completo,Jefe,de 7 a 9,Operaciones,3.96875,4.066666667,4,4.444444444,4.05,4,Por preocuparse por el clima laboral y buscar la participación de todos sus colaboradores.,PROMOTOR
588,Femenino,de 31 a 38,Tecnico incompleto,Tecnico,mayor de 15,Administracion,3.9375,3.933333333,3.541666667,3.444444444,3.75,5,En la mayoría de las áreas se siente un buen ambiente para trabajar.,PROMOTOR
590,Masculino,de 39 a 45,Universitaria incompleta,Tecnico,de 4 a 6,Operaciones,4.03125,4.066666667,3.833333333,4.166666667,4.05,4,Sí ahora hay beneficios y se ve el interés de la empresa por sus empleados.,PROMOTOR
592,Masculino,de 39 a 45,Tecnico incompleto,Tecnico,menor de 1,Operaciones,3.09375,3.033333333,2.958333333,3,3.1,3,Motivación mayor interés por el empleado. Aumentar o mejorar tu récord laboral. Preguntar como vas cómo te sientes tus errores fortalezas etc.,DETRACTOR
593,Masculino,de 23 a 30,Secundaria o menor,Tecnico,menor de 1,Operaciones,4.25,4.733333333,4.125,4.444444444,4.7,5,La calidad de personas laborando son a mi parecer buenas. Claro cona lgunos detalles a mejorar pero es algo especial que hace este negocio diferente a los demás.,PROMOTOR
596,Masculino,de 23 a 30,Tecnico completo,Tecnico,menor de 1,Operaciones,4.9375,4.733333333,5,5,5,5,Algo especial que todos bien el bienestar de la empresa en seguir creciendo. Que todos somos unidos eso hace un buen lugar de trabajo.,PROMOTOR
597,Masculino,de 39 a 45,Tecnico completo,Tecnico,de 7 a 9,Operaciones,3.875,4.066666667,4.083333333,4.444444444,4.2,5,Es el mejor sitio donde trabajar buen ambiente laboral.,PROMOTOR
600,Masculino,de 31 a 38,Tecnico incompleto,Tecnico,de 4 a 6,Operaciones,2.875,2.733333333,2.833333333,3.222222222,3.05,3,Que reconozcan el trabajo que uno hace y que hace cada área el tipo de trabajo que uno hace y el tiempo que uno tiene.,DETRACTOR
604,Masculino,de 23 a 30,Tecnico incompleto,Tecnico,menor de 1,Operaciones,3.15625,3.166666667,3.083333333,2.888888889,2.9,3,Que los jefes de área sean sinceros y en cuanto a los uniformes te lo brinden nuevos y no usados que te causen enfermedades a la piel. PD: Gracias por preocuparse por nosotros.,DETRACTOR
605,Femenino,de 23 a 30,Tecnico incompleto,Tecnico,de 4 a 6,Operaciones,3.03125,2.666666667,3.166666667,3.722222222,3.35,4,El trato de los jefes hacia los trabajadores no por tener un cargo más importante es mejor que todos y tener el mismo trato con los demás no tener favoritismo.,DETRACTOR
606,Femenino,de 23 a 30,Tecnico incompleto,Tecnico,de 1 a 3,Operaciones,4.40625,4.066666667,4.333333333,4.5,4.35,4,La elegancia y la seguridad es lo que yo destaco de aquí me siento bien porque es un lugar reconocido por esos dos aspectos.,PROMOTOR
608,Masculino,de 31 a 38,Tecnico incompleto,Tecnico,de 7 a 9,Operaciones,4.21875,4.333333333,3.5,4.277777778,4.2,5,Sí que es un casino competente y sale adelante y mira hacia el futuro.,PROMOTOR
609,Femenino,de 23 a 30,Tecnico completo,Tecnico,de 1 a 3,Operaciones,4.3125,3.966666667,4.166666667,4.555555556,4.5,4,El trabajo en equipo y compañerismo e identificación con la empresa.,PROMOTOR
610,Femenino,de 23 a 30,Universitaria incompleta,Tecnico,menor de 1,Operaciones,1.8125,1.6,1.833333333,1.333333333,1.5,1,Que el personal pueda desarrollar una línea de carrera.,DETRACTOR
612,Femenino,de 23 a 30,Tecnico incompleto,Tecnico,menor de 1,Operaciones,4.875,4.833333333,4.916666667,4.611111111,4.8,5,No existe la discriminación el respeto entre compañeros de trabajo es esencial el valorar a las personas como son.,PROMOTOR
613,Masculino,de 23 a 30,Universitaria incompleta,Tecnico,menor de 1,Operaciones,4.40625,4.266666667,4.5,4.555555556,4.55,5,La garantía de saber que te deja crecer profesionalmente y motiva a trabajar en equipo para lograr buenos resultados.,PROMOTOR
614,Masculino,de 23 a 30,Tecnico incompleto,Tecnico,menor de 1,Operaciones,3.03125,3.333333333,3.208333333,3.833333333,3.75,4,Mejores convenios con mayores descuentos en estudio.,DETRACTOR
615,Femenino,de 31 a 38,Tecnico incompleto,Tecnico,menor de 1,Operaciones,4.625,4.8,4.458333333,4.666666667,4.85,5,Sï hacer que las áreas se compenetren haciendo actividades de integración para hacer y lograr un trabajo en equipo.,PROMOTOR
616,Femenino,de 23 a 30,Secundaria o menor,Tecnico,de 4 a 6,Operaciones,4.25,4.5,4.666666667,4.888888889,4.65,5,Sí las capacitaciones que nos brindan talleres etc.,PROMOTOR
618,Masculino,de 23 a 30,Tecnico incompleto,Tecnico,menor de 1,Operaciones,4.21875,4.2,4.375,4.222222222,4.5,5,El ambiente de trabajo y el trato a los trabajadores es muy cordial te hace sentir como familia.,PROMOTOR
620,Femenino,de 39 a 45,Universitaria completa,Jefe,mayor de 15,Operaciones,4.9375,5,5,4.888888889,4.95,5,El trato que te dan es especial te hacen sentir como en casa te dan la seguridad de surgir profesionalmente y mejorar tu calidad de vida.,PROMOTOR
622,Masculino,de 23 a 30,Universitaria incompleta,Jefe,menor de 1,Operaciones,4.59375,4.8,4.875,4.611111111,4.65,5,La relación laboral entre los que forman parte de las distintas áreas. Trabajo en equipo!,PROMOTOR
623,Femenino,de 31 a 38,Tecnico completo,Jefe,de 7 a 9,Operaciones,4.1875,4.5,4.25,4.333333333,4.45,5,Su gente su trato al personal sus beneficios su infraestructura.,PROMOTOR
624,Masculino,de 23 a 30,Postgrado,Jefe,menor de 1,Operaciones,4.875,4.4,4.666666667,4.722222222,4.65,4,Las ganas de crecer y ser mejores también los beneficios a los trabajadores. Sugiero que más adelante de ser posible se considere entregar vales para alimentos en los beneficios. Estoy contento de trabajar aquí.,PROMOTOR
625,Femenino,de 23 a 30,Tecnico completo,Analista,menor de 1,Operaciones,3.96875,4.266666667,4.083333333,4.111111111,4.4,5,Que es el mejor casino de Lima y reconocido por los turistas.,PROMOTOR
627,Masculino,menor de 23,Tecnico completo,Analista,menor de 1,Operaciones,2.8125,2.066666667,2.333333333,3.333333333,3.05,3,El ambiente de trabajo (decoración luz natural señal). Los APR no dan buen trato. Que se respeten los feriados. El tiempo de descanso es muy corto y que aumenten más el tiempo de trabajo no es bueno para que el trabajador se sienta mejor.,DETRACTOR
628,Femenino,de 23 a 30,Tecnico completo,Analista,de 1 a 3,Operaciones,3.3125,3.7,3.625,3.611111111,3.75,3,Podría mejorar sus descuentos para poder estudiar idiomas y otras carreras. Más reuniones y paseos con todos.,DETRACTOR
631,Femenino,de 23 a 30,Tecnico completo,Analista,menor de 1,Operaciones,3.90625,3.933333333,3.541666667,4.388888889,4.15,5,La hace única y especial el hecho que uno tiene la posibilidad de crecer profesionalmente en un lugar que es reconocido como el mejor centro de entretenimiento del país.,PROMOTOR
634,Femenino,de 23 a 30,Universitaria completa,Analista,menor de 1,Operaciones,2.9375,3.066666667,2.791666667,4.166666667,3.25,3,Cambiaría o mejor dicho un punto de mejora es que se de movilidad en horario nocturno.,DETRACTOR
